origin_id,origin_label,destination_id,destination_label,similarity,sim_category,feasibility,is_feasible,feasibility_predicted,is_feasible_predicted,W_skills,W_work,W_essential_skills,W_optional_skills,W_activities,W_work_context,job_zone_dif,earnings_ratio,risk_dif,prop_dif,origin_risk_category,destination_risk_category,is_jobzone_ok,is_earnings_ok,is_not_high_risk,is_safer,is_strictly_safe,is_viable,is_desirable,is_safe_desirable,is_strictly_safe_desirable
1,metal drawing machine operator,1901,extrusion machine operator,0.845803783246063,highly_viable,,,3.051091655660649,True,0.8520092286210916,0.8395983378710343,0.7972802792355022,0.9067381780066809,0.6791966757420687,1.0,0.0,1.0,0.0,0.0,Low risk,Low risk,True,True,True,,,True,True,True,
1,metal drawing machine operator,1415,wire weaving machine operator,0.7871216079580916,highly_viable,,,3.2296758753032084,True,0.746059175820817,0.8281840400953662,0.6864699010599311,0.8056484505817032,0.6563680801907323,1.0,0.0,1.0,0.0,0.0,Low risk,Low risk,True,True,True,,,True,True,True,
1,metal drawing machine operator,1308,metal rolling mill operator,0.7818954286241644,highly_viable,,,3.1487792752844896,True,0.8345047894020634,0.7292860678462654,0.7988195795662911,0.8701899992378356,0.7166433505764314,0.7419287851160994,0.0,1.0,-0.1059181211557516,-0.2142550677644094,Low risk,Other,True,True,True,,,True,True,True,
1,metal drawing machine operator,1158,stamping press operator,0.7802451438703986,highly_viable,3.571428571428572,True,2.940741392649436,True,0.7869015135262492,0.773588774214548,0.6981036820421972,0.8756993450103011,0.7458629241796574,0.8013146242494387,0.0,1.3847845706648196,-0.13241387588580844,-0.12064491620625105,Low risk,Other,True,True,True,,,True,True,True,
1,metal drawing machine operator,2450,metal polisher,0.7269520505553315,highly_viable,3.8,True,3.3530220808424573,True,0.7689204389018406,0.6849836622088225,0.7681165309601506,0.7697243468435305,0.6696529194540204,0.7003144049636245,0.0,1.1976952607084004,-0.18246094492434484,-0.34738004203367057,Low risk,Other,True,True,True,,,True,True,True,
1,metal drawing machine operator,2436,nailing machine operator,0.7199093350522479,highly_viable,3.8333333333333335,True,3.3843024672826165,True,0.7908149971969494,0.6490036729075462,0.726256617992039,0.8553733764018598,0.5744685967561569,0.7235387490589356,0.0,1.010018006895766,-0.1245030776057514,-0.029641661245762174,Low risk,Other,True,True,True,,,True,True,True,
1,metal drawing machine operator,1971,straightening machine operator,0.7084982807931854,highly_viable,,,3.311624056495837,True,0.7236562342875303,0.6933403272988405,0.6551941227176427,0.7921183458574179,0.5853660303482424,0.8013146242494387,0.0,1.3847845706648196,-0.13241387588580844,-0.12064491620625105,Low risk,Other,True,True,True,,,True,True,True,
1,metal drawing machine operator,349,tumbling machine operator,0.7044039744908249,highly_viable,4.0,True,3.3271154458416774,True,0.7185695878187072,0.6902383611629429,0.6866198540945649,0.7505193215428494,0.6563680801907322,0.7241086421351537,0.0,1.0119570079174225,-0.2789230615869336,-0.09508482026917152,Low risk,Other,True,True,True,,,True,True,True,
1,metal drawing machine operator,2527,swaging machine operator,0.7030727094997717,highly_viable,,,3.303839678961942,True,0.7338834793127429,0.6722619396868004,0.6920666810679343,0.7757002775575516,0.6220355269907729,0.7224883523828278,0.0,1.3847845706648196,-0.1914675791003968,0.05300155962434572,Low risk,Other,True,True,True,,,True,True,True,
1,metal drawing machine operator,2221,mechanical forging press worker,0.6988792808010389,highly_viable,,,3.2771750283022603,True,0.7177607397082197,0.6799978218938578,0.639255741772099,0.7962657376443406,0.6375072914048883,0.7224883523828278,0.0,1.0877432622685383,-0.1914675791003968,0.05300155962434572,Low risk,Other,True,True,True,,,True,True,True,
1,metal drawing machine operator,577,screw machine operator,0.6957931107558631,highly_viable,,,3.1690304023393097,True,0.7009227582286316,0.6906634632830947,0.6670728186439141,0.7347726978133491,0.6375072914048883,0.7438196351613011,0.0,1.3847845706648196,-0.1987445712725973,-0.1239336457179382,Low risk,Other,True,True,True,,,True,True,True,
1,metal drawing machine operator,1235,metal nibbling operator,0.6924950093325921,highly_viable,,,3.2964189600934546,True,0.720161420018149,0.6648285986470351,0.6865380539609534,0.7537847860753447,0.5744685967561569,0.7551886005379134,0.0,1.3847845706648196,-0.22235175179297828,-0.15977781342251596,Low risk,Other,True,True,True,,,True,True,True,
1,metal drawing machine operator,1606,deburring machine operator,0.6655085777613329,highly_viable,,,3.2028748416547543,True,0.6294494785153097,0.701567677007356,0.5991767182908221,0.6597222387397973,0.7028209490510875,0.7003144049636245,0.0,1.0119570079174225,-0.18246094492434484,-0.34738004203367057,Low risk,Other,True,True,True,,,True,True,True,
